time_period,depth,wave_height,wavelength,velocity,energy,power,shear_stress,soil_erosion_rate,impact_pressure
4.640135042119801,2.075020531289051,0.6480220737076514,19.576205824121114,4.2188870897985575,2059.7694423006496,8689.934708083785,3063.6306712217856,50871.655137342335,17799.008276468943
4.700769004081083,4.755214677166008,1.9699435959319596,27.465478349506938,5.842762817245888,19034.72446750713,111215.3803552712,4063.9903743756613,77723.126217832,34137.87733859111
5.62027874158359,3.350082991233124,2.3198156544232256,29.917687662971435,5.323167949236219,26396.47660883712,140512.87825692532,6793.082926436736,167966.09638637255,28336.117015775733
5.652439488737,0.5573195482694978,2.449164299917357,13.216685740028705,2.3382268428285085,29422.180291989363,68795.73173326945,43110.45944250837,2685314.96211143,5467.304768523774
1.1098635178746472,4.677493125388986,0.8400491929481668,1.9232170080841393,1.7328409999159515,3461.3733814399097,5998.0097113767915,1761.8160758143697,22185.136611041926,3002.7379309897146
2.606142073791031,2.40299624164909,2.5108296706564355,9.701181966164125,3.722430201992893,30922.422939913893,115106.56107033335,10250.219555997348,311330.0250553102,13856.486608708852
2.465086224692966,3.8508469164927708,1.3549079948426659,9.379147263006331,3.804794805575019,9004.479683366453,34260.197526178476,3451.6166748877577,60835.221316715135,14476.463512530647
4.581842367642766,3.1225035325162325,2.995845854599171,22.818080737091204,4.980110380539017,44022.828146065876,219238.54343090788,9412.078329959451,273936.2800924708,24801.499402352474
3.8544554035253604,3.013482500527121,2.3361932168745825,18.099684217698048,4.695782496573633,26770.50285192982,125708.45871656659,7605.172903287412,198968.7598170298,22050.373255127306
2.711198572547187,2.5041972149110867,0.7325105258601223,10.411172737658033,3.840062783699637,2631.884043782257,10106.59996754115,2869.5536501277284,46115.05999966767,14746.082182755003
3.5067137469557883,1.9655150423545504,0.7649385238025916,13.740901188792671,3.918455334633823,2870.067286192698,11246.230468339796,3817.8527036425517,70770.13239201486,15354.292209520267
5.871769655933084,3.916129646109209,0.8267243191731959,33.60928926875345,5.72387733820471,3352.435555070245,19188.929901458305,2070.9645246670375,28273.543654822763,32762.771782813437
1.8723909533829124,4.3438845595280355,1.994568303858979,5.473715328141568,2.923382703944398,19513.57483551233,57045.64716626139,4504.427959057575,90694.45240062344,8546.166433721259
3.4042041708010284,1.8561178111674352,3.7663912211297013,12.959463091995445,3.806899481280528,69580.87238410713,264887.3869861041,19906.224517097406,842567.3031697598,14492.483660573953
1.3387795811804541,0.6245929857641278,3.255061885581308,2.551548811624242,1.9058767010581696,51970.5737463191,99049.50564373497,51124.744954487105,3467911.3444617735,3632.3659996363717
6.500647901042888,2.9619467855081316,3.0918886071465264,33.388069128669244,5.136114066924445,46890.6971549072,240835.9692652129,10240.368727929043,310881.33394567843,26379.66770845916
3.6635210943000036,2.8350228339494765,0.837344052227244,16.578315686624574,4.525240952595696,3439.116528130675,15562.830953845658,2897.452907250783,46789.22306324098,20477.8056790492
5.433587021280803,2.2342174205490526,2.5175475212056364,24.14209043799621,4.443122074504927,31088.113283098002,138128.2823828426,11054.04557133837,348660.8067548237,19741.33376895297
2.5405599171801585,3.835097152342286,0.48528791394537163,9.921954983152949,3.9054205791633585,1155.1488829622144,4511.342219518198,1241.3438947424092,13120.773051734202,15252.309900152663
